[2026-05-11 11:04:24] #0001/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 12:47:51] #0206/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:48:16] #0207/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.000 | conf=0.737 | gap=0.684
[2026-05-11 12:48:54] #0208/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 12:49:23] #0209/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.883 | conf=0.758 | gap=0.674
[2026-05-11 12:49:49] #0210/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 12:50:27] #0211/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 12:50:55] #0212/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.139 | conf=0.550 | gap=0.250
[2026-05-11 12:51:08] #0213/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.816 | conf=0.778 | gap=0.689
[2026-05-11 12:51:40] #0214/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 12:52:08] #0215/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.072 | conf=0.780 | gap=0.750
[2026-05-11 12:52:43] #0216/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 12:53:22] #0217/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 12:53:33] #0218/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 12:54:08] #0219/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:54:32] #0220/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 12:54:45] #0221/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.040 | conf=0.611 | gap=0.389
[2026-05-11 12:55:08] #0222/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 12:55:48] #0224/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 12:56:22] #0225/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 12:56:48] #0226/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 12:57:14] #0227/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 12:57:44] #0228/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.626 | conf=0.825 | gap=0.722
[2026-05-11 12:58:09] #0229/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 12:58:33] #0230/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 12:58:59] #0231/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 12:59:26] #0232/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 12:59:55] #0233/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:00:30] #0234/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:00:44] #0235/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 13:01:10] #0236/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:01:40] #0237/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.483 | conf=0.812 | gap=0.625
[2026-05-11 13:02:47] #0239/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 13:03:00] #0240/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.862 | conf=0.737 | gap=0.579
[2026-05-11 13:03:32] #0241/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.402 | conf=0.917 | gap=0.896
[2026-05-11 13:04:47] #0243/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.948 | conf=0.720 | gap=0.600
[2026-05-11 13:04:54] #0244/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:05:16] #0245/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:05:57] #0246/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.875 | conf=0.800 | gap=0.750
[2026-05-11 13:06:19] #0247/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 13:06:50] #0248/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:07:14] #0249/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-11 13:07:44] #0250/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.188 | conf=0.700 | gap=0.650
[2026-05-11 13:07:59] #0251/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:08:31] #0252/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:09:16] #0253/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:09:48] #0254/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 13:10:14] #0255/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 13:10:55] #0256/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 13:11:18] #0257/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:11:44] #0258/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 13:11:55] #0259/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 13:12:18] #0260/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 13:12:46] #0261/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.038 | conf=0.750 | gap=0.700
[2026-05-11 13:13:20] #0262/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:13:55] #0263/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 13:14:20] #0264/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:14:35] #0265/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:15:05] #0266/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.511 | conf=0.880 | gap=0.820
[2026-05-11 13:15:30] #0267/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.081 | conf=0.750 | gap=0.700
[2026-05-11 13:15:42] #0268/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 13:16:07] #0269/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:16:31] #0270/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:16:55] #0271/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 13:17:25] #0272/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.483 | conf=0.579 | gap=0.474
[2026-05-11 13:17:50] #0273/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:18:19] #0274/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.463 | conf=0.550 | gap=0.450
[2026-05-11 13:18:42] #0275/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:19:05] #0276/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:19:30] #0277/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.253 | conf=0.950 | gap=0.920
[2026-05-11 13:19:56] #0278/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-11 13:20:25] #0279/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:20:50] #0280/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:21:27] #0281/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.904 | conf=0.750 | gap=0.670
[2026-05-11 13:21:52] #0282/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.514 | conf=0.900 | gap=0.880
[2026-05-11 13:22:18] #0283/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 13:22:52] #0284/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:23:16] #0285/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 13:23:52] #0286/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.038 | conf=0.750 | gap=0.700
[2026-05-11 13:24:06] #0287/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:24:32] #0288/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 13:25:47] #0290/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:26:13] #0291/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 13:26:39] #0292/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:27:09] #0293/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:27:30] #0294/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:27:57] #0295/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:28:42] #0296/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 13:29:07] #0297/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 13:29:32] #0298/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.108 | conf=0.650 | gap=0.500
[2026-05-11 13:30:05] #0299/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 13:30:28] #0300/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 13:30:49] #0301/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:31:14] #0302/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.644 | conf=0.850 | gap=0.800
[2026-05-11 13:31:51] #0303/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:32:40] #0304/03347 | true=Sit-up(10) | pred=Stair-down(16) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 13:33:04] #0305/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 13:33:32] #0306/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:33:59] #0307/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 13:34:10] #0308/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:34:40] #0309/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-11 13:35:06] #0310/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 13:35:33] #0311/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-11 13:35:58] #0312/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.343 | conf=0.930 | gap=0.900
[2026-05-11 13:37:19] #0314/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 13:37:40] #0315/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:38:04] #0316/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 13:38:35] #0317/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.110 | conf=0.550 | gap=0.300
[2026-05-11 13:39:03] #0318/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 13:39:28] #0319/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.795 | conf=0.800 | gap=0.700
[2026-05-11 13:40:03] #0320/03347 | true=Sit-up(10) | pred=Walk-backwards(12) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 13:40:30] #0321/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.018 | conf=0.650 | gap=0.400
[2026-05-11 13:40:58] #0322/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.613 | conf=0.850 | gap=0.780
[2026-05-11 13:41:29] #0323/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:41:57] #0324/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.997 | conf=0.761 | gap=0.674
[2026-05-11 13:42:30] #0325/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.129 | conf=0.632 | gap=0.474
[2026-05-11 13:42:40] #0326/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:43:16] #0327/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 13:43:43] #0328/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 13:44:10] #0329/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:44:35] #0330/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:05] #0331/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:32] #0332/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:45:44] #0333/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:46:12] #0334/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.242 | conf=0.947 | gap=0.916
[2026-05-11 13:46:46] #0335/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 13:46:58] #0336/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 13:47:25] #0337/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 13:47:50] #0338/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:48:17] #0339/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:48:56] #0340/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 13:49:27] #0341/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:49:53] #0342/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 13:50:22] #0343/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 13:50:47] #0344/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 13:51:41] #0346/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:52:04] #0347/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.127 | conf=0.980 | gap=0.975
[2026-05-11 13:52:34] #0348/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 13:52:46] #0349/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:53:19] #0350/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 13:53:43] #0351/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 13:54:09] #0352/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 13:54:42] #0353/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:54:54] #0354/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.996 | conf=0.684 | gap=0.526
[2026-05-11 13:55:24] #0355/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 13:56:00] #0356/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 13:56:31] #0357/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.021 | conf=0.720 | gap=0.620
[2026-05-11 13:56:58] #0358/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 13:57:25] #0359/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.589 | conf=0.842 | gap=0.758
[2026-05-11 13:57:57] #0360/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 13:58:22] #0361/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 13:59:09] #0363/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:59:37] #0364/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 13:59:50] #0365/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:00:17] #0366/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 14:00:48] #0367/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.150 | conf=0.722 | gap=0.667
[2026-05-11 14:01:13] #0368/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 14:01:45] #0369/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.102 | conf=0.979 | gap=0.958
[2026-05-11 14:02:16] #0370/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:02:29] #0371/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-11 14:02:58] #0372/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.926 | conf=0.667 | gap=0.444
[2026-05-11 14:03:42] #0373/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 14:04:11] #0374/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-11 14:04:25] #0375/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 14:04:54] #0376/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.102 | conf=0.979 | gap=0.958
[2026-05-11 14:05:19] #0377/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.999 | conf=0.750 | gap=0.700
[2026-05-11 14:05:59] #0378/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 14:06:26] #0379/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 14:06:56] #0380/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.118 | conf=0.750 | gap=0.700
[2026-05-11 14:07:33] #0381/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:08:17] #0382/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:08:43] #0383/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 14:09:09] #0384/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.017 | conf=0.750 | gap=0.700
[2026-05-11 14:09:36] #0385/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:10:03] #0386/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 14:10:26] #0387/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 14:11:09] #0388/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.182 | conf=0.700 | gap=0.650
[2026-05-11 14:11:45] #0389/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:12:20] #0390/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.065 | conf=0.700 | gap=0.550
[2026-05-11 14:12:53] #0391/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 14:13:22] #0392/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:14:09] #0393/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 14:14:35] #0394/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 14:15:18] #0395/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:15:50] #0396/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-11 14:16:20] #0397/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 14:16:53] #0398/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.884 | conf=0.722 | gap=0.611
[2026-05-11 14:17:18] #0399/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 14:17:46] #0400/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:18:03] #0401/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.136 | conf=0.550 | gap=0.300
