[2026-05-11 11:03:49] #0001/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:37:12] #0531/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:37:33] #0532/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 13:37:44] #0533/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 13:37:57] #0534/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:38:15] #0535/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:38:26] #0536/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:38:55] #0538/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:39:05] #0539/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:39:17] #0540/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:39:45] #0541/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:39:51] #0542/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:04] #0543/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:40:13] #0544/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:40:24] #0545/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:40:56] #0547/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:41:35] #0549/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 13:41:47] #0550/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:41:57] #0551/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:42:09] #0552/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:42:45] #0554/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:43:16] #0556/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:43:28] #0557/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:43:39] #0558/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 13:43:52] #0559/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:44:03] #0560/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:44:16] #0561/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 13:45:10] #0564/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:45:18] #0565/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:29] #0566/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:45:42] #0567/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:45:57] #0568/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:46:36] #0570/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:46:59] #0571/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:47:33] #0572/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:47:42] #0573/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:47:50] #0574/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 13:48:17] #0575/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 13:48:26] #0576/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 13:48:56] #0578/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:49:07] #0579/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.254 | conf=0.930 | gap=0.860
[2026-05-11 13:49:35] #0580/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 13:50:11] #0582/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:50:45] #0583/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-11 13:51:48] #0586/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:51:59] #0587/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 13:52:28] #0589/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:52:39] #0590/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:53:16] #0592/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.664 | conf=0.620 | gap=0.240
[2026-05-11 13:54:16] #0595/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:54:29] #0596/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:54:40] #0597/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:54:49] #0598/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:55:01] #0599/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:55:08] #0600/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:55:20] #0601/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 13:55:31] #0602/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:55:56] #0603/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:56:04] #0604/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:56:15] #0605/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:57:06] #0607/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:57:18] #0608/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:57:29] #0609/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:57:40] #0610/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:57:57] #0611/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:58:08] #0612/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 13:58:17] #0613/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 13:59:30] #0615/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 13:59:41] #0616/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 13:59:52] #0617/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:00:00] #0618/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:00:12] #0619/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:00:27] #0620/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:00:40] #0621/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:00:54] #0622/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:01:33] #0624/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:01:46] #0625/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.227 | conf=0.940 | gap=0.880
[2026-05-11 14:02:10] #0626/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:02:25] #0627/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 14:03:11] #0629/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:03:32] #0630/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:03:44] #0631/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:03:55] #0632/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.168 | conf=0.960 | gap=0.920
[2026-05-11 14:04:08] #0633/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:04:49] #0635/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:05:01] #0636/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:05:44] #0638/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:06:15] #0640/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:06:38] #0641/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:07:17] #0643/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:07:29] #0644/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:07:43] #0645/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:07:55] #0646/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:08:03] #0647/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:08:14] #0648/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:08:42] #0649/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:09:09] #0650/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:09:21] #0651/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:09:35] #0652/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:09:49] #0653/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:09:59] #0654/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:10:07] #0655/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:10:35] #0656/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:11:08] #0658/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.471 | conf=0.820 | gap=0.640
[2026-05-11 14:12:42] #0660/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:12:53] #0661/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:13:33] #0663/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:13:46] #0664/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:13:59] #0665/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:14:35] #0667/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:14:50] #0668/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:15:02] #0669/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:15:26] #0670/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:15:34] #0671/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:15:44] #0672/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 14:15:57] #0673/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:16:08] #0674/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:16:22] #0675/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:16:36] #0676/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:17:04] #0677/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:17:20] #0678/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 14:17:32] #0679/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:17:43] #0680/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:18:12] #0681/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:18:25] #0682/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:18:39] #0683/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:18:58] #0684/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:19:50] #0686/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:20:03] #0687/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:20:19] #0688/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:20:30] #0689/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:21:01] #0690/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:21:31] #0691/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:21:39] #0692/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:21:50] #0693/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:22:00] #0694/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:22:13] #0695/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 14:22:25] #0696/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.673 | conf=0.600 | gap=0.200
[2026-05-11 14:22:37] #0697/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:22:49] #0698/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:23:54] #0701/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:25:32] #0704/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.593 | conf=0.720 | gap=0.440
[2026-05-11 14:25:42] #0705/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:25:55] #0706/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:26:32] #0708/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:26:46] #0709/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 14:27:29] #0710/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-11 14:28:07] #0712/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:28:32] #0713/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:45] #0714/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:28:53] #0715/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:29:35] #0717/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:29:47] #0718/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:29:54] #0719/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:30:06] #0720/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:30:14] #0721/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:30:40] #0722/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:31:33] #0724/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 14:31:46] #0725/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:32:10] #0726/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:32:23] #0727/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:33:07] #0729/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:33:19] #0730/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:33:34] #0731/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:34:39] #0733/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:34:53] #0734/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:35:06] #0735/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:35:17] #0736/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:36:27] #0739/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:37:06] #0741/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:37:20] #0742/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:37:38] #0743/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:38:07] #0744/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:38:36] #0745/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 14:39:14] #0747/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:39:27] #0748/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:39:41] #0749/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:39:56] #0750/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:40:07] #0751/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:40:20] #0752/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:40:29] #0753/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:40:44] #0754/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 14:41:17] #0755/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:41:28] #0756/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:41:37] #0757/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:41:47] #0758/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:42:06] #0759/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 14:42:15] #0760/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 14:42:53] #0762/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:43:55] #0764/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.593 | conf=0.720 | gap=0.440
[2026-05-11 14:44:09] #0765/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:44:38] #0766/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 14:44:52] #0767/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 14:45:06] #0768/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 14:46:04] #0770/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-11 14:46:16] #0771/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:47:48] #0774/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:48:05] #0775/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 14:48:26] #0776/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 14:48:41] #0777/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:48:54] #0778/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 14:49:07] #0779/02219 | true=Jump(8) | pred=Jump(8) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
